,SUBJECT,RATER,T1,atlas registration,REST1,REST2,REST3,REST4,MID1,MID2,SST1,SST2,nBack1,nBack2
1269,subject_004198,,1,1,2,2,2,2,2,2,0,0,0,0
1270,subject_004199,,1,1,2,2,2,2,2,2,2,2,2,2
1271,subject_002538,,1,1,2,2,2,2,2,2,2,2,0,0
1273,subject_004200,,1,1,2,2,2,2,0,0,0,0,0,0
1274,subject_004201,,1,1,2,2,2,0,2,2,2,2,2,2
1276,subject_002541,,3,1,3,3,3,0,3,3,3,3,3,3
1277,subject_002542,,1,1,2,2,2,2,2,2,2,2,2,2
1278,subject_004202,,2,1,2,2,2,2,2,2,2,2,2,2
1279,subject_004203,,1,1,1,1,2,1,0,0,1,1,1,1
1280,subject_003931,,1,1,1,1,1,1,2,2,3,3,1,2
1281,subject_003932,,2,1,3,3,3,2,3,3,3,2,3,3
1283,subject_002547,,1,1,2,2,2,2,2,2,2,2,0,0
1284,subject_004204,,1,2,2,2,2,0,2,2,2,2,2,2
1285,subject_003933,,3,2,2,2,2,2,2,2,2,2,2,2
1287,subject_002550,,1,2,2,2,2,0,2,2,2,2,0,0
1288,subject_004205,,2,2,2,2,2,2,2,2,2,2,2,2
1289,subject_003934,,2,3,2,2,2,2,0,0,0,0,0,0
1291,subject_002556,,3,3,3,3,3,3,3,3,3,3,3,3
1292,subject_002557,,1,2,2,2,2,0,2,2,2,2,2,2
1293,subject_004206,,2,1,2,2,2,2,2,2,2,2,2,2
1294,subject_002559,,1,2,1,1,1,1,1,1,1,1,1,1
1295,subject_002561,,3,3,2,2,2,2,2,2,2,2,2,2
1296,subject_004207,,2,1,2,2,2,0,0,0,0,0,0,0
1297,subject_003935,,1,2,3,3,3,3,3,3,3,3,3,3
1298,subject_002568,,1,1,2,2,2,2,2,2,2,2,2,2
1299,subject_003936,,3,3,3,3,3,3,3,3,3,3,3,3
1300,subject_004208,,1,1,2,2,2,2,0,0,0,0,0,0
1302,subject_002572,,2,1,2,0,0,0,0,0,0,0,0,0
1304,subject_003937,,3,3,3,3,3,3,3,3,3,3,3,3
1305,subject_002573,,1,2,2,2,2,2,2,2,2,2,2,2
1306,subject_004209,,1,1,2,2,2,2,2,2,2,2,2,2
1307,subject_002574,,1,1,1,1,1,1,1,1,1,1,1,1
1308,subject_003938,,3,2,2,2,2,2,2,2,2,2,2,2
1309,subject_003939,,1,2,3,3,3,3,3,3,3,3,3,3
1310,subject_004210,,2,1,2,2,2,2,2,2,2,2,2,2
1311,subject_002577,,1,1,3,3,3,3,3,3,3,3,3,3
1315,subject_004211,,1,1,1,1,1,0,1,1,1,1,1,1
1320,subject_004212,,1,1,2,2,2,2,0,0,0,0,0,0
1322,subject_004213,,2,2,2,2,2,2,2,2,2,2,2,2
1323,subject_004214,,1,1,2,2,2,2,0,0,0,0,0,0
1333,subject_004215,,1,2,2,2,2,2,2,2,2,2,0,0
1336,subject_004216,,2,1,2,2,2,2,1,2,2,2,2,1
1338,subject_004217,,2,1,2,2,2,0,0,0,0,0,0,0
1340,subject_004218,,1,1,1,1,1,1,1,1,1,1,1,1
1343,subject_002604,,2,2,1,1,1,0,0,0,3,2,0,0
1349,subject_004219,,1,2,2,2,0,0,0,0,0,0,0,0
1351,subject_004220,,1,2,1,1,1,1,0,0,0,0,1,1
1352,subject_004221,,1,1,2,2,2,2,0,0,2,2,0,0
1353,subject_002609,,1,2,1,1,1,1,0,0,0,0,0,0
1355,subject_004222,,2,2,1,1,1,0,0,0,0,0,0,0
1356,subject_004223,,1,1,2,0,0,0,2,2,0,0,0,0
1361,subject_004224,,2,2,2,0,0,0,2,2,0,0,0,0
1362,subject_004225,user_0064,1,1,1,1,1,1,1,1,1,1,1,1
1367,subject_004226,,2,2,2,2,2,2,2,2,2,2,2,2
1368,subject_004227,,1,1,2,2,2,0,2,2,0,0,2,2
1370,subject_004228,,2,2,2,2,2,2,0,0,0,0,0,0
1372,subject_002633,,1,1,2,2,2,1,2,2,1,1,1,1
1373,subject_002634,,1,1,2,3,3,3,2,2,1,1,3,3
1374,subject_002635,,2,1,2,2,2,1,2,2,2,2,2,2
1376,subject_002640,,1,1,2,2,2,2,2,2,2,2,2,2
1377,subject_004229,,1,1,2,2,2,2,2,2,2,2,2,2
1379,subject_002642,,1,2,1,1,2,2,2,2,1,2,2,2
1380,subject_004230,,1,1,1,1,1,1,1,1,1,1,1,1
1381,subject_002643,,2,2,2,2,0,0,0,0,0,0,0,0
1382,subject_004231,,2,2,1,1,0,0,0,0,0,0,0,0
1384,subject_002645,,2,1,2,2,2,3,3,3,2,2,2,2
1386,subject_004232,,2,1,2,2,2,2,2,2,2,2,2,2
1387,subject_004233,,2,1,1,1,1,1,1,1,1,1,1,1
1392,subject_004234,,1,1,2,2,2,2,2,2,2,2,2,2
1393,subject_003940,,2,1,2,1,1,1,2,3,2,2,3,3
1394,subject_002654,,1,1,1,1,1,1,1,1,1,1,1,1
1395,subject_002655,,1,2,1,2,2,0,0,0,0,0,2,1
1396,subject_004235,,2,1,2,2,2,2,2,2,2,2,2,2
1397,subject_002656,,1,2,2,2,2,2,2,2,2,2,2,2
1398,subject_003941,,2,2,1,1,1,1,3,3,2,3,3,3
1400,subject_004236,,2,1,2,2,2,2,2,2,2,2,2,2
1403,subject_002664,,1,2,1,1,1,1,1,1,1,1,1,1
1404,subject_002666,,1,2,1,1,1,3,3,3,3,3,3,3
1405,subject_004237,,1,1,2,2,2,2,2,2,2,2,2,2
1406,subject_002670,,2,1,1,1,1,3,2,2,2,2,2,2
1407,subject_002671,,1,2,2,2,2,2,2,2,2,2,2,2
1408,subject_002672,,2,1,2,2,2,2,2,2,2,2,2,2
1409,subject_004238,,1,1,1,1,1,1,1,1,1,1,1,2
1410,subject_002673,,1,2,2,2,1,2,2,2,2,2,2,2
1411,subject_002677,,1,2,2,2,2,2,2,2,2,2,2,2
1412,subject_002681,,1,1,1,1,1,1,1,1,2,2,1,2
1413,subject_002683,,2,1,2,2,2,0,2,2,2,2,2,2
1414,subject_002684,,1,1,1,1,1,1,1,1,1,1,1,1
1415,subject_004239,,2,2,1,1,1,1,1,1,1,1,1,1
1445,subject_002739,user_0064,2,1,1,1,2,1,1,1,2,2,2,2
1468,subject_002776,user_0050,1,1,1,1,1,1,0,0,1,1,0,0
1469,subject_004240,user_0050,1,1,2,2,2,2,2,0,2,2,2,2
1471,subject_004241,user_0050,1,1,1,1,1,1,1,1,1,1,1,1
1473,subject_004242,user_0050,1,1,1,1,1,1,1,1,1,1,1,1
1474,subject_004243,user_0050,1,1,2,2,2,2,2,2,2,2,2,2
1475,subject_002791,user_0050,1,1,2,2,2,2,2,2,2,2,2,2
1476,subject_002793,,3,3,2,2,2,0,0,0,0,0,0,0
1477,subject_002794,user_0050,1,1,2,2,2,2,2,2,2,2,2,2
1478,subject_004244,user_0050,2,1,2,2,2,2,2,2,2,2,2,2
1479,subject_002796,user_0050,1,1,1,1,1,1,1,1,1,1,1,1
1480,subject_004245,user_0050,1,1,1,1,1,0,1,1,1,1,1,1
1481,subject_002798,user_0050,1,1,1,2,1,3,1,1,1,1,1,1
1482,subject_002800,user_0050,1,1,2,2,2,2,2,2,2,2,2,2
1484,subject_004246,user_0050,1,1,2,2,2,2,2,2,2,2,2,2
1486,subject_003942,user_0050,1,1,2,2,2,2,3,0,2,2,2,2
1487,subject_002808,user_0050,1,1,2,2,2,0,2,2,2,2,2,2
1491,subject_002810,user_0050,1,1,2,2,2,2,3,3,3,3,2,2
1492,subject_002814,user_0050,1,2,3,1,1,0,1,1,0,0,0,0
1494,subject_002818,user_0050,1,1,1,1,1,1,1,1,1,1,1,1
1495,subject_004247,user_0050,1,1,1,1,1,1,1,1,1,1,1,1
1498,subject_004248,user_0050,1,1,2,2,2,0,2,2,2,2,2,2
1499,subject_004249,user_0050,2,1,1,1,0,0,1,2,2,2,0,0
1500,subject_002823,user_0050,1,1,2,2,2,2,2,2,2,2,2,2
1502,subject_004250,user_0050,1,1,1,1,1,1,1,1,2,2,0,0
1504,subject_002832,user_0050,2,1,2,2,2,2,2,2,2,2,2,2
1508,subject_004251,user_0050,1,1,2,2,2,2,2,2,2,2,2,2
1511,subject_002840,,2,2,2,2,2,2,2,2,0,0,2,1
1560,subject_002885,user_0051,2,2,3,3,3,3,3,3,3,3,3,3
1563,subject_002889,,2,1,1,1,1,1,0,0,0,0,0,0
1573,subject_004252,user_0051,1,1,1,1,1,1,1,1,1,1,1,1
1577,subject_002899,,2,2,1,0,0,0,0,0,0,0,0,0
1578,subject_004253,,2,2,1,1,2,2,1,1,2,1,2,2
1579,subject_004254,,2,1,1,1,1,1,0,0,0,0,0,0
1580,subject_004255,,2,1,1,1,1,1,0,0,0,0,0,0
1586,subject_004256,,2,2,1,1,1,1,0,0,0,0,0,0
1593,subject_004257,,2,1,1,1,1,1,0,0,0,0,0,0
1595,subject_004258,,2,1,1,1,0,0,0,0,0,0,0,0
1597,subject_004259,user_0051,1,1,1,1,1,1,1,1,1,1,1,1
1599,subject_004260,,2,2,2,2,2,0,1,1,1,2,1,2
1605,subject_002913,,2,1,1,1,1,2,0,0,0,0,0,0
1608,subject_003943,,3,2,2,2,2,1,1,2,0,0,0,0
1615,subject_004261,,2,2,2,0,0,0,0,0,2,2,1,2
1616,subject_002921,,2,1,2,0,0,0,0,0,1,1,0,0
1619,subject_004262,,2,1,1,1,0,0,0,0,0,0,0,0
1625,subject_004263,,2,1,1,1,1,1,1,1,2,2,2,2
1627,subject_003944,,2,2,3,3,1,2,0,0,0,0,0,0
1633,subject_004264,,2,2,2,2,2,2,0,0,0,0,0,0
1639,subject_004265,,2,2,2,1,1,1,1,1,1,2,1,1
1644,subject_003945,,2,1,2,3,2,2,2,1,0,0,1,1
1647,subject_004266,,2,2,1,1,0,0,1,1,1,1,0,0
1654,subject_004267,,2,2,1,1,2,0,1,1,0,0,0,0
1655,subject_004268,,2,1,1,1,1,0,0,0,1,1,0,0
1660,subject_002944,user_0042,1,1,1,1,1,1,1,1,1,1,1,1
1661,subject_004269,user_0042,2,1,2,2,2,2,2,2,2,2,2,2
1662,subject_003946,user_0042,1,3,3,3,3,3,3,3,3,3,3,3
1663,subject_004270,user_0042,1,1,1,1,1,1,1,1,1,1,1,1
1664,subject_004271,user_0042,1,1,1,1,0,0,1,0,1,0,1,0
1665,subject_004272,user_0042,1,1,1,1,1,1,1,1,0,1,1,1
1666,subject_002947,user_0042,1,1,2,2,2,2,2,2,2,2,2,2
1667,subject_003947,user_0042,2,1,2,1,3,1,0,0,0,0,0,0
1669,subject_004273,user_0042,1,1,1,1,1,1,1,1,1,1,1,1
1670,subject_004274,,2,2,1,1,0,0,0,0,0,0,0,0
1671,subject_004275,,2,1,1,1,1,1,2,2,1,2,1,1
1675,subject_004276,user_0042,1,1,1,1,1,1,1,1,1,1,1,1
1676,subject_004277,user_0042,1,1,1,1,1,1,1,1,1,1,1,1
1678,subject_004278,user_0042,1,1,1,1,1,1,1,1,1,1,1,1
1679,subject_003948,user_0042,2,3,3,3,3,3,3,3,3,3,3,3
1681,subject_003949,user_0042,1,1,1,1,3,3,2,2,2,2,2,2
1682,subject_004279,,2,1,1,1,1,1,1,1,0,0,2,1
1683,subject_004280,,2,1,1,1,1,0,0,0,0,0,0,0
1684,subject_004281,user_0042,2,1,1,1,1,1,1,1,1,0,1,1
1686,subject_002962,,2,1,1,1,2,1,1,1,0,0,0,0
1687,subject_002964,,2,1,1,1,1,0,0,0,0,0,0,0
1688,subject_002965,user_0042,2,1,2,2,2,0,2,2,2,2,2,2
1690,subject_003950,user_0042,1,1,1,1,1,1,1,1,0,0,2,3
1691,subject_004282,user_0042,2,1,1,1,1,2,2,2,0,0,2,2
1692,subject_004283,user_0042,2,2,2,2,2,2,2,2,2,2,2,2
1693,subject_004284,user_0042,2,2,1,1,1,1,1,1,1,1,1,1
1695,subject_003951,user_0042,3,3,3,3,3,3,3,3,0,3,3,3
1696,subject_003952,user_0042,3,3,3,3,3,3,3,3,3,3,3,3
1697,subject_002968,user_0042,1,1,2,2,2,2,2,2,2,2,2,2
1698,subject_004285,user_0042,1,1,1,1,1,1,1,1,1,1,1,1
1699,subject_002970,user_0042,1,1,1,1,1,1,1,1,1,1,1,1
1701,subject_002973,user_0042,1,1,1,1,1,2,1,1,1,1,1,1
1703,subject_004286,user_0042,1,1,1,1,1,1,1,1,1,1,1,1
1704,subject_002974,user_0042,1,1,1,1,1,1,0,0,1,1,1,1
1705,subject_003953,,2,3,2,2,1,1,0,0,1,3,1,1
1707,subject_003954,user_0042,3,2,3,3,3,3,3,3,3,3,3,3
1708,subject_004287,,1,1,2,2,0,0,2,2,0,0,0,0
1710,subject_004288,,1,2,2,0,0,0,0,0,0,0,0,0
1711,subject_004289,user_0042,2,2,2,2,2,2,2,2,0,0,2,2
1765,subject_004290,user_0062,1,1,1,1,1,1,1,1,1,1,1,1
1769,subject_004291,user_0062,1,1,1,1,1,0,1,1,1,1,1,1
1770,subject_004292,user_0062,1,0,0,0,0,0,0,0,0,0,0,0
1771,subject_003018,user_0062,1,1,1,1,1,0,0,0,0,0,0,0
1772,subject_004293,user_0062,2,2,2,2,2,0,2,2,2,2,2,2
1773,subject_004294,user_0062,2,0,0,0,0,0,0,0,0,0,0,0
1776,subject_004295,user_0062,2,1,1,1,1,1,1,1,1,1,1,1
1778,subject_004296,user_0062,1,1,1,1,0,0,0,0,0,0,0,0
1779,subject_004297,user_0062,1,1,1,1,1,1,1,1,1,1,1,1
1780,subject_004298,user_0062,1,0,0,0,0,0,0,0,0,0,0,0
1781,subject_004299,user_0062,1,0,0,0,0,0,0,0,0,0,0,0
1782,subject_003028,user_0062,1,2,1,1,1,1,1,1,1,1,1,1
1783,subject_004300,user_0062,1,1,1,1,1,1,1,1,1,1,1,1
1784,subject_003029,user_0062,3,3,3,3,3,3,3,3,3,3,3,3
1785,subject_003030,user_0062,1,1,1,1,1,1,1,1,1,1,1,1
1786,subject_004301,user_0062,2,1,2,2,2,2,2,2,2,2,2,2
1787,subject_003031,user_0062,1,1,1,1,1,0,1,1,1,1,1,1
1788,subject_003032,user_0062,1,1,1,1,1,1,1,1,1,1,1,1
1791,subject_004302,user_0062,2,2,1,1,1,1,1,1,1,1,1,1
1796,subject_004303,user_0062,1,1,1,1,1,1,0,0,0,0,1,1
1797,subject_003049,user_0062,1,2,2,2,2,2,0,0,0,0,2,2
1798,subject_004304,user_0062,1,1,1,1,1,1,1,1,1,1,1,1
1800,subject_003053,user_0062,1,1,1,1,1,1,1,1,1,1,1,1
1802,subject_003057,user_0062,1,1,1,1,1,1,1,1,1,1,1,1
1803,subject_003058,user_0062,1,1,1,1,1,1,1,1,1,1,1,1
1806,subject_004305,user_0062,1,1,1,1,1,1,1,1,1,2,1,1
1808,subject_004306,user_0062,1,1,1,1,1,0,1,1,1,1,1,1
1809,subject_004307,user_0062,2,1,1,1,1,1,1,1,2,2,1,1
1810,subject_004308,user_0062,1,1,1,1,1,1,1,1,1,1,1,1
1811,subject_004309,,2,2,2,2,2,2,2,2,2,2,2,2
1812,subject_004310,,1,1,2,2,2,2,2,2,2,2,2,2
1814,subject_003956,,1,2,2,3,3,3,1,1,1,1,3,3
1818,subject_004311,,1,2,2,2,2,2,2,2,2,2,2,2
1819,subject_004312,,1,1,2,2,2,2,2,2,2,2,2,2
1821,subject_003957,,1,1,2,2,2,2,2,3,3,3,3,3
1823,subject_004313,,1,1,2,2,2,2,2,2,2,2,2,2
1825,subject_004314,user_0064,1,2,2,2,2,2,2,1,1,1,2,2
1827,subject_003072,,3,3,2,2,0,0,0,0,0,0,0,0
1830,subject_003958,,3,3,2,2,0,0,0,0,0,0,2,2
1835,subject_003077,,1,2,2,2,2,2,0,0,0,0,0,0
1836,subject_003959,,2,1,2,2,2,2,3,3,2,2,2,2
1839,subject_004315,,1,2,2,2,2,2,2,2,2,2,2,2
1840,subject_003960,,3,2,2,2,2,2,0,0,0,0,0,0
1841,subject_004316,,1,2,2,2,2,2,2,2,2,2,2,2
1842,subject_004317,,2,1,2,2,2,2,2,2,2,2,2,2
1844,subject_003961,,3,2,3,3,3,3,2,2,1,3,3,2
1849,subject_003963,,1,1,3,3,3,3,3,3,3,3,3,3
1850,subject_004318,,1,1,1,1,1,1,2,2,2,2,2,3
1851,subject_004319,,1,2,2,2,2,2,2,2,2,2,2,2
1852,subject_003964,,3,3,3,3,3,3,3,3,3,3,3,3
1853,subject_003965,,3,2,1,1,1,1,2,2,2,2,2,2
1854,subject_004320,,1,1,2,2,2,2,2,2,2,2,2,2
1855,subject_004321,,2,1,2,2,2,2,2,2,2,2,2,2
1856,subject_003966,,3,2,2,2,2,2,2,3,3,3,3,3
1857,subject_003967,,1,1,2,2,2,2,3,3,3,3,2,2
1858,subject_004322,,1,1,2,2,2,0,2,2,2,0,2,2
1859,subject_003085,,3,3,1,1,1,1,0,0,1,0,0,0
1860,subject_003087,,3,2,2,2,2,0,0,0,0,0,0,0
1861,subject_003088,,1,1,1,1,1,0,1,1,1,1,1,1
1862,subject_003968,,3,0,3,0,3,3,0,3,3,3,0,0
1863,subject_004323,,1,1,1,2,1,1,1,1,0,1,1,1
1866,subject_004324,,1,1,1,1,2,1,1,1,2,2,2,1
1867,subject_004325,,2,1,2,1,1,2,1,1,1,2,1,1
1869,subject_004326,,1,1,1,1,1,0,1,1,1,1,1,1
1871,subject_003094,,1,1,1,1,1,1,2,1,1,1,0,2
1872,subject_004327,,1,1,1,0,0,0,0,0,0,0,0,0
1873,subject_004328,,1,1,2,1,2,1,2,1,2,2,2,2
1874,subject_004329,,1,2,2,2,2,2,2,2,2,2,2,2
1876,subject_004330,,2,2,2,2,2,2,2,2,2,2,2,2
1879,subject_004331,,2,2,1,1,1,1,1,1,2,1,2,1
1882,subject_004332,,1,1,1,1,1,1,1,1,0,0,0,0
1883,subject_004333,,1,2,1,2,1,2,0,0,2,0,0,0
1884,subject_004334,,1,1,1,1,2,2,2,2,2,1,2,2
1886,subject_004335,,2,2,2,2,1,1,1,2,2,1,1,0
1887,subject_003098,,1,1,1,1,1,2,1,1,2,2,2,2
1888,subject_003099,,1,1,1,1,1,1,1,1,1,1,1,1
1889,subject_004336,,1,2,1,1,1,1,1,1,1,1,1,1
1891,subject_004337,,2,2,2,2,2,2,2,0,0,0,2,2
1893,subject_003969,,1,1,2,1,1,1,0,0,3,2,2,3
1894,subject_003970,,2,2,2,2,3,0,2,2,2,2,2,2
1895,subject_004338,,1,1,2,2,2,2,2,2,2,2,2,2
1896,subject_004339,,1,1,2,1,1,1,1,1,1,1,1,1
1897,subject_003971,,3,2,2,2,2,1,2,2,2,2,2,2
1899,subject_004340,,1,2,1,1,1,0,1,1,1,1,1,1
1900,subject_003972,,2,2,1,1,3,0,0,2,1,1,1,1
1901,subject_003973,,2,2,2,3,1,1,1,2,2,2,2,2
1902,subject_003106,,2,2,2,3,3,0,2,2,2,2,2,2
1903,subject_004341,,2,2,2,2,2,2,2,0,2,2,2,2
1905,subject_004342,,2,2,2,2,2,2,2,2,2,2,2,2
1907,subject_004343,,2,2,2,2,2,0,2,2,2,3,2,2
1908,subject_004344,,2,2,1,1,0,0,0,0,0,0,0,0
1911,subject_004345,user_0062,0,1,1,1,1,1,1,1,1,1,1,1
1912,subject_003114,user_0062,0,2,1,1,1,0,1,1,1,1,1,1
1913,subject_004346,user_0062,0,2,1,1,1,0,1,1,1,1,1,1
1914,subject_004347,user_0062,0,2,1,1,1,0,1,1,1,1,1,1
1919,subject_004348,user_0062,0,2,1,1,1,0,1,1,1,1,1,1
1922,subject_004349,user_0062,0,0,0,0,0,0,0,0,0,0,0,0
1926,subject_004350,user_0062,0,0,0,0,0,0,0,0,0,0,0,0
1927,subject_004351,user_0066,1,1,2,2,2,2,2,2,2,2,2,2
1933,subject_004352,user_0062,0,0,0,0,0,0,0,0,0,0,0,0
1935,subject_003118,user_0062,0,1,1,1,1,1,1,1,1,1,1,1
1939,subject_003119,user_0062,0,0,0,0,0,0,0,0,0,0,0,0
1948,subject_003124,user_0062,0,0,0,0,0,0,0,0,0,0,0,0
1949,subject_004353,user_0066,1,2,1,1,1,1,1,2,1,1,2,1
1951,subject_004354,,1,2,1,1,1,1,1,1,0,0,0,0
1955,subject_004355,,1,0,0,0,0,0,0,0,0,0,0,0
1961,subject_003128,,1,1,1,1,2,1,2,2,1,1,0,0
1962,subject_004356,,1,1,2,2,2,2,0,0,0,0,2,2
1966,subject_004357,,2,2,2,2,2,2,2,1,2,0,1,2
1967,subject_003130,,1,0,0,0,0,0,0,0,0,0,0,0
1968,subject_003974,,1,2,2,1,2,2,2,2,2,3,0,0
1969,subject_004358,,1,1,2,2,2,2,2,2,0,0,0,0
1970,subject_004359,,1,2,2,2,1,0,2,2,0,0,2,2
1971,subject_004360,,1,1,1,1,2,2,2,2,2,1,2,2
1972,subject_004361,,1,2,2,2,2,2,2,2,2,2,2,2
1973,subject_004362,,2,1,2,2,2,0,2,2,2,2,2,2
1974,subject_004363,,1,2,2,2,2,0,2,2,2,2,2,2
1975,subject_003975,,3,3,2,2,2,0,2,2,2,2,2,2
1978,subject_004364,user_0066,2,1,2,2,2,2,2,2,2,2,2,2
1980,subject_004365,,2,2,1,2,2,2,2,2,2,2,1,2
1982,subject_003136,,1,1,2,2,2,0,2,2,2,2,2,2
1983,subject_003976,,3,2,1,1,1,1,1,1,1,1,1,1
1984,subject_003977,,1,1,1,1,1,1,3,3,0,0,2,2
1985,subject_003137,,2,1,3,1,1,1,1,1,2,2,1,1
1987,subject_004366,,1,0,2,1,1,2,0,0,2,1,1,1
1991,subject_004367,user_0066,2,2,1,1,1,0,1,1,1,1,1,1
1992,subject_004368,,1,1,2,2,0,0,0,0,0,0,0,0
1993,subject_004369,,2,0,0,0,0,0,0,0,0,0,0,0
1995,subject_004370,,1,1,1,1,1,1,0,0,1,1,1,2
1996,subject_004371,,1,1,1,1,1,0,1,1,1,1,1,1
1997,subject_004372,,1,1,1,1,1,1,1,1,1,1,1,1
1998,subject_004373,,1,1,1,1,1,1,1,1,1,1,1,1
2002,subject_003141,,1,1,1,1,1,0,1,1,1,1,1,0
2003,subject_004374,,1,1,1,1,1,0,1,1,1,1,1,1
2004,subject_004375,,1,1,1,1,1,1,1,1,1,1,1,1
2006,subject_004376,,1,1,1,1,1,1,0,1,1,1,1,1
2008,subject_004377,,1,1,1,1,1,1,0,0,1,1,1,1
2014,subject_004378,,1,1,1,1,1,1,1,1,0,1,1,1
2015,subject_004379,,1,1,1,1,1,1,1,1,1,1,1,1
2018,subject_004380,,1,1,1,1,1,0,0,0,0,0,0,0
2019,subject_004381,user_0042,2,1,1,1,1,1,1,1,1,1,1,1
2020,subject_003146,user_0042,2,1,2,2,2,2,2,2,0,0,2,2
2021,subject_003978,user_0042,3,0,0,0,0,0,0,0,0,0,0,0
2023,subject_003149,user_0042,1,1,1,1,1,1,2,2,3,3,2,3
2024,subject_004382,user_0042,2,1,1,1,1,1,1,0,1,1,1,1
2025,subject_004383,user_0042,2,1,1,1,1,1,1,1,1,0,1,1
2026,subject_004384,user_0042,2,1,1,1,1,1,1,1,1,1,1,1
2028,subject_004385,user_0042,2,1,1,1,1,1,1,1,1,1,1,1
2029,subject_004386,user_0042,2,1,1,1,1,1,1,1,2,2,1,2
2033,subject_003159,user_0042,2,1,2,2,2,0,2,2,0,0,2,2
2034,subject_004387,user_0042,2,1,1,1,1,1,1,1,1,1,1,1
2036,subject_003979,user_0042,3,1,2,3,2,2,2,2,0,0,2,2
2037,subject_004388,user_0042,2,1,2,2,2,2,2,2,2,2,2,2
2038,subject_003161,user_0042,2,2,1,1,1,1,1,1,1,1,1,0
2039,subject_003980,user_0042,3,2,1,1,2,2,0,0,2,2,0,0
2041,subject_003162,user_0042,3,3,2,2,2,0,0,0,0,0,0,0
2043,subject_004389,user_0042,3,1,3,3,3,3,3,3,0,0,3,3
2045,subject_003165,user_0042,2,1,1,1,1,1,1,1,1,1,1,1
2047,subject_004390,user_0042,2,1,2,2,2,2,2,2,2,2,2,2
2048,subject_003166,user_0052,1,2,2,2,2,2,2,2,2,2,2,2
2049,subject_004391,user_0052,1,2,1,1,1,1,1,1,1,1,1,1
2050,subject_004392,user_0052,1,1,2,2,2,0,2,2,2,2,2,2
2053,subject_004393,user_0052,1,2,1,1,1,1,1,1,1,1,1,2
2054,subject_004394,user_0052,2,1,1,1,1,0,2,2,2,2,1,1
2058,subject_003176,user_0052,3,3,3,3,3,3,3,3,3,3,3,3
2059,subject_004395,user_0052,1,2,2,2,2,2,2,2,2,2,2,2
2060,subject_003177,user_0052,1,1,1,1,1,1,1,1,1,2,1,1
2061,subject_003178,user_0052,3,2,1,1,1,1,1,1,1,1,1,1
2062,subject_003180,user_0052,1,2,2,2,2,2,2,2,2,2,2,2
2063,subject_003981,user_0052,3,3,2,2,1,1,3,3,2,3,1,2
2064,subject_003182,user_0066,2,1,1,1,1,1,1,1,1,0,1,1
2065,subject_004396,user_0052,2,2,1,1,1,0,0,0,1,2,0,0
2068,subject_004397,user_0052,1,2,2,2,2,2,2,2,0,0,2,2
2070,subject_004398,user_0052,1,2,1,1,1,1,1,1,1,1,1,1
2071,subject_004399,user_0052,1,1,1,1,1,1,1,1,1,1,1,1
2072,subject_004400,user_0052,1,2,2,2,2,0,2,2,2,2,2,2
2073,subject_003982,user_0052,3,2,1,1,1,1,1,1,1,1,1,1
2075,subject_004401,user_0052,2,2,1,1,1,1,1,1,1,0,1,1
2076,subject_003192,user_0052,1,2,1,1,0,0,0,0,0,0,0,0
2077,subject_004402,user_0052,1,1,1,1,1,1,0,0,2,2,2,2
2078,subject_003193,user_0066,2,1,2,2,2,2,2,2,2,2,2,2
2082,subject_003197,user_0052,1,2,1,1,1,0,1,1,1,1,1,1
2083,subject_003198,user_0052,3,2,2,2,2,2,2,2,2,2,2,2
2084,subject_004403,user_0052,1,2,1,1,1,1,1,1,1,1,1,1
2085,subject_003200,user_0066,2,1,1,1,1,1,1,1,1,1,1,1
2087,subject_003201,user_0052,1,1,1,1,1,1,1,1,1,1,1,1
2089,subject_004404,user_0052,1,1,2,0,0,0,2,2,2,2,0,0
2090,subject_004405,user_0052,1,2,1,1,1,1,1,1,1,1,1,1
2093,subject_003204,user_0052,1,1,1,1,1,1,1,1,1,1,1,1
2094,subject_004406,user_0052,1,2,1,1,1,0,0,0,0,0,0,0
2095,subject_004407,user_0052,1,1,1,0,0,0,0,0,0,0,1,1
2097,subject_004408,user_0052,1,2,1,1,1,0,1,1,1,1,1,1
2099,subject_003205,user_0052,1,1,2,2,2,2,2,2,2,2,2,2
2101,subject_003209,user_0052,1,2,1,1,1,1,1,2,1,1,1,1
2102,subject_003211,user_0052,1,2,2,2,2,2,2,2,2,2,2,2
2103,subject_003213,user_0052,1,1,1,1,1,1,0,0,0,0,0,0
2104,subject_003214,user_0052,1,2,1,1,1,1,1,1,1,1,1,1
2105,subject_003983,user_0052,2,2,2,2,2,2,3,3,2,2,2,2
2106,subject_004409,user_0052,1,2,1,1,0,0,1,0,0,0,1,0
2107,subject_003216,user_0052,1,2,2,2,2,2,2,1,2,2,2,2
2108,subject_003219,user_0052,1,1,2,2,2,2,2,2,3,3,3,3
2110,subject_004410,user_0052,2,1,2,2,2,0,2,2,2,2,2,2
2111,subject_004411,user_0052,1,2,2,2,2,2,2,2,0,0,0,0
2112,subject_003984,user_0066,3,3,2,2,2,2,2,2,2,2,2,2
2113,subject_003985,user_0052,2,3,2,2,2,2,0,0,1,1,1,1
2116,subject_004412,user_0052,1,1,1,1,1,1,1,1,1,1,1,1
2117,subject_004413,user_0052,1,1,2,2,2,2,1,1,1,1,1,1
2118,subject_004414,user_0052,1,2,2,2,2,2,2,2,2,2,2,2
